sep=;
experiment_start_time;redirector;resetter;tracking_size_x;tracking_size_z;reset_count;virtual_distance_between_resets_median;time_elapsed_between_resets_median;sum_injected_translation;sum_injected_rotation_g_r;sum_injected_rotation_g_c;sum_real_distance_travelled;sum_virtual_distance_travelled;min_g_t;max_g_t;min_g_r;max_g_r;min_g_c;max_g_c;g_t_average;injected_translation_average;g_r_average;injected_rotation_from_rotation_gain_average;g_c_average;injected_rotation_from_curvature_gain_average;injected_rotation_average;real_position_average;virtual_position_average;distance_to_boundary_average;distance_to_center_average;normalized_distance_to_boundary_average;normalized_distance_to_center_average;experiment_duration;average_sampling_interval;
2023 03 06 03:42:26;ZigZagRedirector;TwoOneTurnResetter;50.582;50.582;0;0;0;0;0;0;0;0;N/A;N/A;N/A;N/A;N/A;N/A;0;0;0;0;0;0;0;(NaN, NaN);(NaN, NaN);0;0;0;0;0;0;
